N°,Question_Litterale,Propo 1,Propo 2,Propo 3,Propo 4,Bonne_Reponse,Rep_donnee,Niveau,N° famille,Nom famille,Commentaire,Ecran
32513,A-T-ON LE DROIT DE CODER DES MESSAGES POUR LES RENDRE INCOMPREHENSIBLES DE TOUS ?,"Non, jamais",Uniquement dans le cas de signaux de commandes des satellites amateurs,Uniquement dans le cas de messages confidentiels,"Oui, dans tous les cas",2,,3,307,"Teneur des messages, matériel obligatoire, exposition",,
32514,A QUEL RAPPORT DE PUISSANCE CORRESPOND UN GAIN DE 6 DB ?,2,4,8,10,2,,3,310,"Gammes d’onde, décibels, CEM, protection",Le signe x (multiplié par) a été volontairement omis comme c’est souvent le cas dans les questions d’examen.,
32515,QUEL EST LE GAIN AU SECOND ETAGE ?,"2,5 dB",4 dB,10 dB,"1,67 dB",2,,3,310,"Gammes d’onde, décibels, CEM, protection","Le gain de l’ensemble des deux étages est de 10 dB (puissance multipliée par 10, correspondant à un gain de 10 dB)
Le premier étage a un gain de 6 dB. Le second étage fera le complément pour arriver aux 10 dB de l’ensemble, soit : 10 – 6 = 4 dB.

Cette question est limite hors programme car la lecture d’un schéma n’est pas au programme de l’examen de classe 3. Ici, les triangles représentent des étages d’amplification.",
32516,QUELLE EST LA PUISSANCE DE DISSIPATION MAXIMUM SUR 144 MHZ POUR UN RADIOAMATEUR ?,100 W,250 W,10 W,120 W,4,,3,305,Fréquences et puissances autorisées,,
32519,L'INDICATIF SUIVANT ON3XYZ CORRESPOND A QUEL PAYS ?,Hongrie,Suisse,Espagne,Belgique,4,,3,302,Indicatifs d'appel français et préfixes européens,,
32520,QUELLE EST LA LONGUEUR D'UN BRIN D'UN DOUBLET DEMI-ONDE ?,Lambda / 2,Lambda x 2,Lambda / 4,Lambda,3,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","Lambda (lettre grecque minuscule) désigne en règle générale la longueur d'onde. Un doublet mesure par construction lambda / 2 et est constitué de deux brins de longueur identique, donc le brin mesure la moitié, soit lambda / 4.",
32521,"QUELLE EST L'AFFIRMATION FAUSSE ?

A : UN COAXIAL SERT A TRANSFERER L'ENERGIE
B : UN CABLE DE FORTE IMPEDANCE EST AUTOMATIQUEMENT DE MOINS BONNE QUALITE
C : LE ROS SE CALCULE PAR LE RAPPORT DE L'IMPEDANCE LA PLUS FORTE SUR L'IMPEDANCE LA PLUS FAIBLE
D : LE DOUBLET DEMI-ONDE EST ALIMENTE EN SON CENTRE

",A,B,C,D,2,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","L’impédance du câble n’a rien à voir avec la qualité (et donc sa perte linéique)
Attention à ce genre de questions qui peuvent porter sur des sujets « hors programme ».",
32522,UN MULTI-DOUBLET :,est une antenne Yagi 2 éléments,est prévu pour travailler sur plusieurs bandes,nécessite un réflecteur parabolique,est aussi appelé doublet à trappes,2,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence",,
32523,"LA SERIE DES INDICATIFS F5VAA :

A : EST RESERVEE AUX STATIONS EXPERIMENTALES
B : EST RESERVEE AUX SATELLITES
C : SERA UTILISEE APRES EPUISEMENT DES F1XXX
D : EST RESERVEE AUX RADIOAMATEURS ETRANGERS ISSUS D'UN PAYS MEMBRE DE LE L'UNION EUROPEENNE ET INSTALLES POUR PLUS DE 3 MOIS EN FRANCE",A,B,C,D,4,,3,302,Indicatifs d'appel français et préfixes européens,"Depuis 2009, le préfixe V (indicatif d’appel de type F5VAA) est réservé aux radioamateurs étrangers provenant d’un pays membre de l’Union Européenne et installés pour plus de trois mois en France. 

Pour des séjours de moins de trois mois, la recommandation T/R 61-01 s’applique à tous et les radioamateurs étrangers issus d'un pays membre de l'Union Européenne peuvent sans formalité utiliser leur indicatif d’appel précédé de « F/ » ou le préfixe du territoire à partir duquel ils émettent.",
32526,"POUR ETRE RESPONSABLE D'UN RADIO-CLUB, IL FAUT :",avoir un casier judiciaire vierge,être titulaire d'un certificat d'opérateur autre que l'ex-classe 3,avoir un diplôme d'électronique,avoir son certificat d'opérateur depuis plus d'un an,2,,3,302,Indicatifs d'appel français et préfixes européens,"On parle ici du reponsable technique de la station du radio-club, pas de l'équipe dirigeante d'un radio-club. Le Président d'un radio-club peut très bien ne pas être radioamateur (cas des radio-clubs en milieu scolaire où le président est obligatoirement le proviseur de l'établissement) ",
32527,COMMENT S'EPELLE TK5UW ?,Tango Kilo 5 Uniform Washington,Tango Kilo 5 Université Washington,Tango Kilo 5 Uniform Whiskey,Tango Kilo 5 Uruguay Washington,3,,3,304,Table d’épellation internationale,"Uniform et pas Uniforme (orthographe anglaise)
Whiskey et non pas Whisky (les amateurs connaissent la différence...)",
32528,"QUELLE EST L'AFFIRMATION FAUSSE ?

A : ON DE DOIT PAS UTILISER UNE FREQUENCE EN PERMANENCE
B : ON DOIT EFFECTUER SES TRANSMISSIONS EN LANGAGE CLAIR_x000D_
C : ON S'ASSURERA, AVANT D'EMETTRE, QU'ON NE BROUILLERA PAS DES EMISSION EN COURS
D : LE TRAFIC "" CROSS BAND "" N'EST PAS AUTORISE AUX OPERATEURS DE L'EX CLASSE 3
",A,B,C,D,4,,3,307,"Teneur des messages, matériel obligatoire, exposition","Le trafic « cross band » est autorisé aux opérateurs de classe 3 sous
réserve que les émissions se fassent sur une fréquence, dans une classe d'émission et avec la puissance autorisées.",
32529,"QUELLE EST L'AFFIRMATION FAUSSE ?

A : L'ANTENNE QUART D'ONDE VERTICALE A UNE IMPEDANCE CARACTERISTIQUE DE 36 OHMS
B : UNE ANTENNE A LA MEME IMPEDANCE A L'EMISSION QU'A LA RECEPTION_x000D_
C : DANS UN DOUBLET, CHAQUE BRIN A LA MEME LONGUEUR
D : L'IMPEDANCE AU CENTRE D'UNE ANTENNE TROMBONE EST DE 75 OHMS
",A,B,C,D,4,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","Attention, les questions posées sur les antennes ne doivent porter que sur les longueurs, les impédances et quelques généralités mais pas sur les répartitions tension/courant le long des brins.
Le niveau technique demandé pour l’examen de réglementation reste très basique.",
32531,"DANS UNE ANTENNE YAGI :

A : LE BRIN REFLECTEUR EST PLUS COURT QUE LES AUTRES
B : LE BRIN DIRECTEUR EST AUSSI LONG QUE LE REFLECTEUR
C : ON DIMINUE L'IMPEDANCE EN AUGMENTANT LE NOMBRE D'ELEMENTS
D : LA DIRECTION DU RAYONNEMENT MAXIMUM EST PARALLELE AU BRIN RAYONNANT",A,B,C,D,3,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","Dans une antenne Yagi, les brins les plus courts sont directeurs, les brins les plus longs sont réflecteurs, le maximum de rayonnement est perpendiculaire à tous les brins (rayonnant ou parasites)

Attention à ce genre de questions qui peuvent être « hors programme ». Dans cet exemple, les affirmations sont bien au programme de l’examen de réglementation mais des questions qui porteraient, par exemple, sur le couplage des antennes Yagi nous sembleraient « hors programme ».",
32532,"UN EMETTEUR DELIVRE UNE PUISSANCE DE 30 W DANS UNE ANTENNE DONT LE GAIN EST 6 DB.
QUELLE SERA LA PAR DE CETTE STATION ?",180 W,120 W,36 W,30 W,2,,3,305,Fréquences et puissances autorisées,"On sait que 6 dB signifie x4, donc 30 W x 4 = 120 W
On supposera ici que le câble coaxial n'amène aucune atténuation",
32535,L'INDICATIF F5KEB EST ATTRIBUE A,un relais analogique,un relais numérique,un radio-club,une balise,3,,3,302,Indicatifs d'appel français et préfixes européens,,
32536,QUE DOIT-ON NOTER SUR LE JOURNAL DE BORD ?,les signaux de réception de son correspondant,les contacts établis à partir de la station d'un autre radioamateur,le prénom du correspondant,la puissance de l'émetteur du correspondant,2,,3,306,"Sanctions,  examen, perturbation, bande passante","Lorsqu’on utilise la station d’un autre radioamateur, on s’identifie par son indicatif d’appel suivi de /P ou /M.
Le contact doit être inscrit sur le carnet de trafic de l’opérateur qui a effectué le contact et non pas sur celui du propriétaire de la station.",
32538,QUELLE EST LA TENEUR DES CONVERSATIONS AUTORISEES ?,radioguidage sur relais,radioguidage sur relais dans le cadre d'une manifestation radioamateur,numéro de téléphone d'un magasin,prix du matériel dans un magasin,2,,3,307,"Teneur des messages, matériel obligatoire, exposition","Cas de radioguidage : interdit sur relais sauf pour guider l’accès à une exposition ou toute autre manifestation radioamateur. 

Les textes en vigueur ne précisent pas ce cas particulier mais le bon sens permet d’éliminer les réponses fausses.",
32539,QUEL EST L'EQUIPEMENT OBLIGATOIRE DANS UNE STATION DE RADIOAMATEUR ?,un filtrage de l'alimentation,un indicateur de la puissance disponible à la sortie de l'émetteur,un fréquencemètre,une charge non rayonnante,2,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","Depuis la décision 12-1241, le seul matériel obligatoire dans une station est l'indicateur de puissance (wattmètre)",
32541,UN INDICATIF D'APPEL AYANT TM EN PREFIXE EST UTILISABLE ?,Pendant 15 jours non consécutifs sur une période de 6 mois,Pendant 25 jours non consécutifs sur une période de 1 an,Pendant 1 an,Sans limite de temps,1,,3,302,Indicatifs d'appel français et préfixes européens,"TM est le préfixe pour la France continentale des indicatifs spéciaux. Ces indicatifs spéciaux sont délivrés pour une durée maximum de 15 jours non consécutifs pendant une période de 6 mois. 

Par exemple, on pourra utiliser l’indicatif spécial pendant 7 week-ends (le samedi et le dimanche, soit 14 jours) de janvier à juin (soit 6 mois).",
32542,"UN EMETTEUR DELIVRE UNE PUISSANCE DE 100 W. ON CONSTATE UNE PUISSANCE REFLECHIE DE 25 W.
QUEL TOS OBSERVE-T-ON SUR LA LIGNE DE TRANSMISSION ?",10/1,5%,infini,50%,4,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul "," TOS = racine (Puissance réfléchie / Puissance émise) x 100 = racine (25 / 100) x 100 = racine (0,25) x 100 = 0,5 x 100 = 50%

Ce calcul nécessitant l’emploi d’une racine carrée est, à notre opinion, hors programme pour la classe 3",
32543,UN RADIOAMATEUR DONT L'INDICATIF D'APPEL EST FZ1XY,"a une autorisation d'émettre en equivalence ""HAREC""",est originaire de Saint Martin,a une autorisation d'émettre temporaire,n'est pas un indicatif d'appel radioamateur,4,,3,302,Indicatifs d'appel français et préfixes européens,Le préfixe FZ n'est pas attribué.,
32544,UNE PERTURBATION RADIOELECTRIQUE EST DITE CONDUITE QUAND ELLE EST PROPAGEE PAR :,un conducteur électrique,un champ électrique,par le corps humain,par un champ magnétique,1,,3,306,"Sanctions,  examen, perturbation, bande passante",,
32545,QUEL EST L'INDICATIF D'UN RADIOAMATEUR CORSE DE L'EX CLASSE 1 ?,FCE6XY,TK5XY,TK4XY,FTK6XY,2,,3,302,Indicatifs d'appel français et préfixes européens,"Corse : TK
Classe 1 : chiffre 5 en troisième position",
32546,"QUELLE EST L'AFFIRMATION FAUSSE ?

A : EN COUPLANT 2 ANTENNES IDENTIQUES, ON OBTIENT UN GAIN SUPPLEMENTAIRE DE 3 DB
B : LE REFLECTEUR PARABOLIQUE CONCENTRE LES ONDES VERS LE FOYER
C : A CHAQUE NOEUD D'INTENSITE CORRESPOND UN LOBE DE RAYONNEMENT DANS UNE ANTENNE
D: L'ANTENNE YAGI EST UNE ANTENNE DE TYPE FERMEE
",A,B,C,D,4,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","L’antenne Yagi a ses extrémités libres : c’est donc une antenne ouverte.
Attention : ce type de question est HORS PROGRAMME car le gain de couplage des antennes n’est pas au programme de même que de connaître l’origine des lobes de rayonnement d’une antenne. Malgré tout, il semblerait que des questions portant sur ces thèmes aient été posées lors d’examen de réglementation.",
32547,"EN CAS DE MANQUEMENT A LA REGLEMENTATION, L'INDICATIF D'APPEL ATTRIBUE PEUT ETRE SUSPENDU OU REVOQUE

A : A LA DEMANDE D'UN VOISIN DONT LE TELEVISEUR AURAIT ETE PERTURBE
B : A LA DEMANDE D'UNE ASSOCIATION DE RADIOAMATEURS
C : A LA VUE DE RAPPORTS D'INFRACTIONS TRANSMIS PAR DES ADMINISTRATIONS ETRANGERES
D : A LA DEMANDE D'UN AUTRE RADIOAMATEUR",A,B,C,D,3,,3,306,"Sanctions,  examen, perturbation, bande passante","Les sanctions peuvent être prises « sur proposition de l’ANFR, de l’ARCEP, à la demande des départements ministériels chargé de la sécurité publique, de la justice, de la défense nationale ou à la vue de rapports d’infractions transmis par des administrations étrangères ou des organismes internationaux spécialisés ».",
32548,"QUELLE EST L'AFFIRMATION VRAIE ?

A : L'ANNUAIRE DES RADIOAMATEURS EST GERE PAR L'ARCEP
B : CHAQUE RADIOAMATEUR PEUT DEMANDER A FIGURER SUR LA LISTE ORANGE DE L'ANNUAIRE
C : L'ANNUAIRE DES RADIOAMATEURS COMPORTE LEUR NOM, ADRESSE ET NUMERO DE TELEPHONE
D : L'ANNUAIRE EST EN VENTE AUPRES DE L'ANFR",A,B,C,D,2,,3,302,Indicatifs d'appel français et préfixes européens,"L'annuaire des radioamateurs est géré par l'ANFR. Les renseignements concernant le radioamateur sont son nom, son prénom et son adresse (la proposition C est fausse car le n° de téléphone n’est jamais publié). Enfin, l’annuaire est en libre consultation sur le site de l’ANFR (et non pas payant comme le propose la réponse D).",
32549,COMMENT SONT QUALIFIEES LES ONDES DE LA GAMME VLF ?,kilométriques,hectométriques,myriamétriques,décamétriques,3,,3,310,"Gammes d’onde, décibels, CEM, protection",,
32550,COMMENT SONT QUALIFIEES LES ONDES DE LA GAMME LF ?,kilométriques,myriamétriques,métriques,hectométriques,1,,3,310,"Gammes d’onde, décibels, CEM, protection",,
32551,QUEL EST L'INDICATIF QUI N'A PAS D'EQUIVALENT CEPT ?,F1XYZ,F4XYZ,F0XYZ,F5XYZ,3,,3,302,Indicatifs d'appel français et préfixes européens,La classe 3 (F0) n’a pas d’équivalent CEPT,
32552,COMMENT SONT QUALIFIEES LES ONDES DE LA GAMME HF ?,décimétriques,myriamétriques,métriques,décamétriques,4,,3,310,"Gammes d’onde, décibels, CEM, protection",,
32553,COMMENT SONT QUALIFIEES LES ONDES DE LA GAMME VHF ?,décamétriques,métriques,décimétriques,millimétriques,2,,3,310,"Gammes d’onde, décibels, CEM, protection",,
32554,COMMENT SONT QUALIFIEES LES ONDES DE LA GAMME UHF ?,hectométriques,centimétriques,métriques,décimétriques,4,,3,310,"Gammes d’onde, décibels, CEM, protection",,
32555,COMMENT SONT QUALIFIEES LES ONDES DE LA GAMME SHF ?,centimétriques,millimétriques,décimétriques,métriques,1,,3,310,"Gammes d’onde, décibels, CEM, protection",,
32556,UN RADIOAMATEUR FRANCAIS POSSEDANT UNE AUTORISATION D'EMETTRE DE L'EX CLASSE 1 UTILISERA LORS DE SES DEPLACEMENTS EN BELGIQUE UN INDICATIF DE TYPE :,OK/F8XYZ/P,B/F8XYZ/P,ON/F8XYZ/P,OE/F8XYZ/P,3,,3,306,"Sanctions,  examen, perturbation, bande passante","Le préfixe de la Belgique est ON (B : Chine, OK : République Tchèque, OE : Autriche)",
32558,LA POLARISATION DE L'ONDE RAYONNEE PAR UNE ANTENNE EST ESSENTIELLEMENT DU :,à l'orientation du brin rayonnant de l'antenne,au mode d'alimentation de l'antenne,à la directivité de l'antenne,au gain relatif de l'antenne,1,,3,308,"Caractéristiques des antennes, longueur d'onde-fréquence","Question limite hors programme : les connaissances sur les antennes ne sont pas aussi pointues, ces questions devraient plutôt figurer dans un examen de Technique.
De plus, dans le cas de la polarisation circulaire réalisée à partir de 2 dipôles couplés, c'est le mode d'alimentation de l'antenne qui génère cette polarisation particulière.",
32559,QUEL EST LE GAIN D'UNE ANTENNE DONT LA PAR EST DE 40 W ALORS QUE L'EMETTEUR DISPOSE DE 10 W ?,4 dB,40 dB,6 dB,400 dB,3,,3,310,"Gammes d’onde, décibels, CEM, protection",Rapport = 40 W / 10 W = 4 ; 4 correspond à 6 dB,
32560,QUELLE DOIT ETRE L'EXCURSION MAXIMUM SUR 433.990 MHZ ?,6 kHz,12 kHz,20 kHz,Pas de limite,4,,3,306,"Sanctions,  examen, perturbation, bande passante","Au delà de 225 MHz, la bande passante n'est plus limitée depuis la décision 12-1241",
32561,"EN MODE A3E, POUR UN RADIOAMATEUR AYANT UNE AUTORISATION D'EMETTRE DE L'EX CLASSE 1, IL EST INTERDIT D'EMETTRE SUR :",14.000 kHz,14.340 kHz,29.500 kHz,3.750 kHz,1,,3,306,"Sanctions,  examen, perturbation, bande passante",Il est interdit d’émettre en A3E sur 14.000 kHz car la bande passante utilisée en AM (=A3E) fait qu’une partie de l’émission serait hors bande (émission de 13.997 à 14.003 si la bande passante BF est de 3kHz). ,
32562,"SI LE CANDIDAT A UN TAUX D'INCAPACITE PERMANENTE DE PLUS DE 70%, LE TEMPS DE L'EXAMEN :",reste le même,est allongé de 50%,est doublé,est triplé,4,,3,306,"Sanctions,  examen, perturbation, bande passante","Si le candidat a un taux d’incapacité permanente (IPP) est 70% et plus, la durée de l’examen est multipliée par 3 et l’examen est adapté au handicap. Le candidat peut passer l’examen à son domicile.",
32563,"ON PEUT UTILISER LE SUFFIXE ""/M"" :",sur un bateau navigant à plus de 12 miles nautiques des côtes,dans un avion de ligne,dans un véhicule,lorsque l'on utilise une station transportable,3,,3,302,Indicatifs d'appel français et préfixes européens,"A bord d'un navire dans les eaux internationales (c'est à dire à plus de 12 miles nautiques des côtes), le suffixe doit être MM et non pas M
Sous réserve d'avoir tous les accords nécessaires, le trafic est autorisé à bord des aéronefs. Mais la DGAC ne vous permettra pas d'émettre à bord d'un avion de ligne.
Une station transportable doit utilser le suffixe P",
32600,"SYMBOLE DE LA MODULATION D'AMPLITUDE, DOUBLE BANDE LATERALE, 
SIGNAL ANALOGIQUE, FAC SIMILE ?",F3C,A1C,A2C,A3C,4,,3,301,Définition et autorisation des classes d’émission,,
32690,ETENDUE DES ONDES MILLIMETRIQUES ?,1 cm à 1 mm,10 cm à 1 cm,1 m à 10 cm,1000 m à 100 m,1,,3,310,"Gammes d’onde, décibels, CEM, protection",,
32700,"EN FRANCE METROPOLITAINE, QUEL EST LE STATUT DE LA BANDE DITE DES 17 METRES ?",Partagée statut précaire et révocable,Exclusif,Partagée statut secondaire,Partagée à égalité de droit,2,,3,305,Fréquences et puissances autorisées,,
32701,"QUEL EST LE CODE POUR : ""QSL""",Dois-je transmettre plus vite ?,Dois-je transmette plus rapidement ?,Pouvez vous me donner accusé de réception ?,Quelle est votre position en latitude ou longitude ?,3,,3,303,Abréviations en code Q,,
32720,QUELLES SONT LES LIMITES DE LA BANDE DES 40 METRES EN FRANCE METROPOLITAINE ?,"7,000 à 7,100 kHz","7,020 à 7,100 MHz","7,000 à 7,200 MHz","7,000 à 7,100 MHz",3,,3,305,Fréquences et puissances autorisées,"Attention à ne pas confondre la virgule décimale et le point se séparation des milliers.
Pour trouver la fréquence, il faut divisé 300 par la longueur d'onde en mètres.
Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
32787,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR HB9.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Suisse,Liechtenstein,Hongrie,Hollande,1,,3,302,Indicatifs d'appel français et préfixes européens,,
32801,"SYMBOLE DE LA MODULATION D'AMPLITUDE, DOUBLE BANDE LATERALE, 
TELEGRAPHIE POUR RECEPTION AUTOMATIQUE,
SANS EMPLOI D'UNE SOUS PORTEUSE MODULANTE ?",A1A,A2B,A1B,A2A,3,,3,301,Définition et autorisation des classes d’émission,,
32844,"QUEL EST LE CODE POUR : ""QRL?""",Etes-vous occupé ?,Dois-je cesser la transmission ?,Dois-je augmenter la puissance d'émission ?,Dois-je diminuer la puissance d'émission ?,1,,3,303,Abréviations en code Q,,
32874,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR YL.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Slovénie,Suède,Lettonie,Pologne,3,,3,302,Indicatifs d'appel français et préfixes européens,,
32900,"QUELLE EST LA LARGEUR DE LA BANDE DES 1240,0 MHZ EN FRANCE METROPOLITAINE ?",6 MHz,23 centimètres,60 kHz,60 MHz,4,,3,305,Fréquences et puissances autorisées,,
33001,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR MD.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Jersey,Angleterre,Pays de Galles,Ile de Man,4,,3,302,Indicatifs d'appel français et préfixes européens,Le préfixe peut commencer également par G.,
33002,QUELLES SONT LES LIMITES DE LA BANDE DES 30 METRES EN FRANCE METROPOLITAINE ?,"30,000 à 31,150 MHz","10,100 à 10,150 MHz","10,000 à 10,150 MHz","10,000 à 10,200 MHz",2,,3,305,Fréquences et puissances autorisées,"Pour trouver la fréquence, il faut divisé 300 par la longueur d'onde en mètres.
Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
33003,"VOUS ENTENDEZ UN INDICATIF QUI COMMENCE PAR F7.
QUE SIGNIFIE CET INDICATIF ?",C'est un radioamateur étranger dont le pays a signé un accord de réciprocité,C'est un Radioamateur étranger dont le pays est membre de la CEPT,Cette série d' indicatif d'appel n'est pas attribuée,C'est un indicatif d'appel de San Marin,3,,3,302,Indicatifs d'appel français et préfixes européens,"Les indicatifs français attribués et commançant par la lettre F sont :
FØ, F1, F2, F3, F4, F5, F6, F8 et F9.",
33004,LES ONDES CENTIMETRIQUES SONT COMPRISES ENTRE ?,1 cm et 1 mm,1 m et 10 cm,10 m et 1 m,10 cm et 1 cm,4,,3,310,"Gammes d’onde, décibels, CEM, protection",,
33005,QUEL SERA L'INDICATIF D'UN RADIOAMATEUR DE L'EX CLASSE 3 QUI RESIDE EN CORSE ?,FØ,TKØ,TK1,La classe 3 n'est pas autorisée en Corse,2,,3,302,Indicatifs d'appel français et préfixes européens,,
33008,"EN FRANCE METROPOLITAINE, QUE SIGNIFIE UNE BANDE EXCLUSIVE ?

1-CETTE BANDE EST UNIQUEMENT RESERVEE AUX RADIOAMATEURS
2-CETTE BANDE PEUT ETRE UTILISEE PAR D'AUTRES SERVICES
3-CETTE BANDE PEUT ETRE UTILISEE PAR LES TOUTES LES CLASSES D'OPERATEUR
4-CETTE BANDE PEUT ETRE UTILISEE PAR LA MARINE",1,3,1 et 3,2 et 4,1,,3,305,Fréquences et puissances autorisées,,
33009,"VOTRE VOISIN DEPOSE PLAINTE CONTRE VOUS POUR BROUILLAGE (TV EN PARTICULIER).
QUEL EST LE COUT DE L'INTERVENTION DE L'ANFR A LA CHARGE DU RESPONSABLE DES DESORDRES.",150 €,450 €,50 €,250 €,2,,3,306,"Sanctions,  examen, perturbation, bande passante",,
33010,"VOUS ETABLISSEZ UN CONTACT AVEC UN RADIOAMATEUR DONT L'INDICATIF EST :
F6XYZ
_x000D_A QUELLE CLASSE D'OPERATEUR APPARTIENT T-IL ?",Classe 3,Classe 2,Classe 1,Aucune classe,3,,3,302,Indicatifs d'appel français et préfixes européens,"Les classes d'indicatifs sont :
Classe 3 : F0 - (pas d'équivalence CEPT)
Classe 2 : F1 et F4
Classe 1 : F2-F3-F5-F6-F8-F9",
33020,"UN OPERATEUR DE L'EX CLASSE 3 PEUT-IL EMETTRE SUR LA FREQUENCE 14,115 MHZ A PARTIR D'UN RADIO-CLUB ?",Oui,Non,"Oui, mais sous le contrôle du Président du Radio-Club","Oui, mais sous le contrôle du Responsable de l'indicatif du Radio-club",2,,3,307,"Teneur des messages, matériel obligatoire, exposition",C'est interdit. Le radioamateur de l'ex-classe 3 ne peut utiliser que la bande des 2 mètres (144-146 MHz).,
33055,"LE TITULAIRE PEUT DEMANDER LA SUSPENSION VOLONTAIRE DE SON INDICATIF.
LA DUREE EST LIMITEE A COMBIEN DE TEMPS ?",3 mois,6 mois,1 an,10 ans,4,,3,306,"Sanctions,  examen, perturbation, bande passante",,
33070,"QUELLE EST LA PAR ?
TX=10 W
GAIN DE L'ANTENNE= 5 DB
PERTES DU CABLE : 2 DB","15,8 W",20 W,40 W,60 W,2,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ",Gain de l’ensemble = gain de l’antenne – perte dans le câble = 5 – 2 = 3 dB. 3 dB correspond à un rapport de puissance de 2. PAR = puissance de l’émetteur x rapport de puissance = 10 W x 2 = 20 W,
33100,"A VOTRE AVIS, QUELLE EST LA CLASSE D'EMISSION QUI RISQUE DE MOINS BROUILLER LE POSTE DE TELEVISION DE VOTRE VOISIN",A1A,J7B,F3E,A1D,3,,3,306,"Sanctions,  examen, perturbation, bande passante",F3E - FM en téléphonie.,
33101,QUE SIGNIFIE LES LETTRES USB ?,Upper Side Bande,Unique Supérieure Bande,Universal Serial Band,Usuelle Sous-Bande,1,,3,301,Définition et autorisation des classes d’émission,USB est le nom anglais pour désigner la Bande Latérale Supérieure,
33126,"QUEL EST LE CODE POUR : ""QRO""",Dois-je diminuer la puissance d'émission ?,Dois-je augmenter la puissance d'émission ?,Ma fréquence varie-t-elle ?,La force de mes signaux varie-t-elle ?,2,,3,303,Abréviations en code Q,,
33199,"QUEL EST LE CODE POUR : ""QRT""",Dois-je cesser la transmission ?,Etes-vous prêt ?,Voulez-vous m'indiquer ma fréquence exacte ?,Dois-je passer à la transmission sur une autre fréquence ?,1,,3,303,Abréviations en code Q,,
33200,"SYMBOLE DE LA MODULATION DE FREQUENCE, 
SANS EMPLOI D'UNE SOUS PORTEUSE MODULANTE,
TELEGRAPHIE POUR RECEPTION AUTOMATIQUE ?",F1A,F2A,F2C,F1B,4,,3,301,Définition et autorisation des classes d’émission,,
33201,QUE SIGNIFIE LES LETTRES AM ?,Amplitude Modulation,Amplification Modulation,Ancienne Modulation,Après Midi,1,,3,301,Définition et autorisation des classes d’émission,,
33205,"EN FRANCE METROPOLITAINE, QUEL EST LE STATUT DE LA BANDE DITE DES 20 METRES ?",Partagée statut précaire et révocable,Exclusif,Partagée à égalité de droit,Partagée statut secondaire,2,,3,305,Fréquences et puissances autorisées,,
33287,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR I.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Iles Féroé,Ile de Man,Italie,Irlande (Eire),3,,3,302,Indicatifs d'appel français et préfixes européens,,
33300,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR 4L.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Monaco,Croatie,Malte,Géorgie,4,,3,302,Indicatifs d'appel français et préfixes européens,,
33301,QUE SIGNIFIE LES LETTRES FM ?,Frequency Modulation,Force de la Modulation,Forme de la Modulation,Fixation de la Modulation,1,,3,301,Définition et autorisation des classes d’émission,,
33350,"VOUS ETABLISSEZ UN CONTACT AVEC UN RADIOAMATEUR DONT L'INDICATIF EST :
F1RYZ
_x000D_A QUELLE CLASSE D'OPERATEUR APPARTIENT T-IL ?",La classe 3,La classe 2,La classe 1,Aucune classe,2,,3,302,Indicatifs d'appel français et préfixes européens,,
33400,"SYMBOLE DE LA MODULATION DE FREQUENCE, 
SANS EMPLOI D'UNE SOUS PORTEUSE MODULANTE,
TRANSMISSION DE DONNEES ?",F2D,F1D,F3D,G3D,2,,3,301,Définition et autorisation des classes d’émission,,
33401,"QUELLES SONT LES LIMITES DE LA BANDE DES 430,0 MHZ EN FRANCE METROPOLITAINE ?","434,000 à 440,000 MHz","430,000 à 440,000 MHz","434,000 à 435,000 MHz","430,000 à 435,000 MHz ",2,,3,305,Fréquences et puissances autorisées,,
33402,QUE SIGNIFIE LES LETTRES CW ?,Continuous Waves,Charlie Whisky,Code Wellington,Câble de Westphalie,1,,3,301,Définition et autorisation des classes d’émission,"Continuous Waves signifie ""ondes entretenues"" par opposition aux ondes amorties issues d'un éclateur",
